pl_name,hostname,pl_rade,ra
Kepler-523 b,Kepler-523,1.96,284.0611224
Kepler-529 b,Kepler-529,1.86,285.8884067
Kepler-547 b,Kepler-547,4.0,286.1185888
Kepler-55 d,Kepler-55,1.59,285.1683291
Kepler-550 b,Kepler-550,4.42,297.7001786
Kepler-558 b,Kepler-558,2.37,284.6579709
Kepler-563 b,Kepler-563,3.09,292.4461832
Kepler-57 b,Kepler-57,3.135,293.6413146
Kepler-572 b,Kepler-572,2.58,291.221172
Kepler-594 b,Kepler-594,2.18,288.9217259
Kepler-598 b,Kepler-598,1.5,293.1234493
Kepler-604 b,Kepler-604,2.59,292.3159795
Kepler-609 b,Kepler-609,3.35,292.2203009
Kepler-641 b,Kepler-641,1.85,291.8235292
Kepler-646 b,Kepler-646,1.99,290.4714596
Kepler-656 b,Kepler-656,3.12,288.3278778
Kepler-664 b,Kepler-664,2.66,288.7549029
Kepler-676 b,Kepler-676,3.04,296.2220259
Kepler-678 b,Kepler-678,5.14,295.4552577
Kepler-680 b,Kepler-680,2.42,291.622381
Kepler-686 b,Kepler-686,12.15,285.213819
Kepler-691 b,Kepler-691,2.09,288.8117314
Kepler-692 b,Kepler-692,3.11,294.7768068
Kepler-693 b,Kepler-693,10.18,283.253527
Kepler-697 b,Kepler-697,4.13,283.8643937
Kepler-711 b,Kepler-711,3.41,297.4600468
Kepler-716 c,Kepler-716,1.39281536,290.3931809
Kepler-726 b,Kepler-726,3.26,291.7172776
Kepler-732 b,Kepler-732,2.18,283.7317274
Kepler-752 b,Kepler-752,2.81,292.2681469
Kepler-760 b,Kepler-760,3.06,287.5931997
Kepler-763 d,Kepler-763,1.67,292.1445534
Kepler-767 b,Kepler-767,6.64,291.5791562
Kepler-768 b,Kepler-768,1.79,294.1156858
Kepler-769 c,Kepler-769,1.79,292.7130925
Kepler-777 b,Kepler-777,1.47,282.7241098
Kepler-778 b,Kepler-778,1.68,287.4774867
Kepler-79 d,Kepler-79,7.16,300.5171067
Kepler-79 e,Kepler-79,3.49,300.5171067
Kepler-80 b,Kepler-80,2.67,296.1125759
Kepler-801 b,Kepler-801,2.0,286.0751815
Kepler-81 d,Kepler-81,1.21,293.6369437
Kepler-816 b,Kepler-816,10.24,293.3628165
Kepler-817 b,Kepler-817,9.03,296.0818498
Kepler-82 e,Kepler-82,2.47,292.8733696
Kepler-82 f,Kepler-82,4.84,292.8733696
Kepler-825 c,Kepler-825,1.84,294.769825
Kepler-84 b,Kepler-84,2.23,298.2520208
Kepler-855 b,Kepler-855,8.35,295.0949565
Kepler-872 b,Kepler-872,1.99,295.4174725
Kepler-879 c,Kepler-879,0.4,295.8065515
Kepler-881 b,Kepler-881,1.78,288.9925529
Kepler-897 b,Kepler-897,2.39,290.5867992
Kepler-90 i,KOI-351,1.32,284.4334642
Kepler-904 b,Kepler-904,1.77,288.8229001
Kepler-913 c,Kepler-913,3.8580709,297.5830564
Kepler-92 c,Kepler-92,2.6,289.0860607
Kepler-924 b,Kepler-924,3.07,290.6685136
Kepler-939 b,Kepler-939,1.75,293.8656181
Kepler-949 c,Kepler-949,2.97,298.6079128
Kepler-968 b,Kepler-968,2.0,285.6025889
Kepler-971 b,Kepler-971,2.13,284.0945699
Kepler-980 b,Kepler-980,2.67,294.6129869
Kepler-987 b,Kepler-987,3.26,289.4110582
Kepler-990 b,Kepler-990,2.6,297.9381813
Kepler-996 b,Kepler-996,1.98,291.9127633
L 168-9 b,L 168-9,1.63,350.0285917
LHS 1140 c,LHS 1140,1.272,11.248632
LHS 3154 b,LHS 3154,3.69,241.6367309
LHS 475 b,LHS 475,0.991,290.2379403
LTT 1445 A c,LTT 1445 A,1.147,45.4624781
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,13.5,272.4249167
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,14.2,271.95697
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,14.1,268.742218
MXB 1658-298 b,MXB 1658-298,12.0,255.5272522
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,13.4,133.0147781
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,12.3,132.7533077
NGC 2682 YBP 401 b,NGC 2682 YBP 401,14.3,132.8293081
NGTS-2 b,NGTS-2,17.878355,215.1227617
NGTS-20 b,NGTS-20,11.99360935,46.2926368
NGTS-3 A b,NGTS-3 A,16.58932,94.4447595
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,3.84,271.522167
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,14.0,268.143792
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,13.9,269.448833
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,13.6,271.4905
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,14.1,270.6217083
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,13.2,271.2050417
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,13.0,269.895416
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,13.0,269.260406
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,2.95,269.048889
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,14.2,267.891667
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1.94,268.2804667
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,2.15,266.62325
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,4.73,269.640125
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,3.81,269.0555417
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,13.9,268.3512083
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,2.41,268.506125
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,13.5,269.014
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,14.0,265.548708
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,13.1,265.7404167
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,12.3,267.91325
OGLE-TR-10 b,OGLE-TR-10,14.011,267.8677483
PSR J2322-2650 b,PSR J2322-2650,13.9,350.6443481
Qatar-3 b,Qatar-3,12.285064,359.1519716
Qatar-6 b,Qatar-6,11.903958,222.2100773
Ross 176 b,Ross 176,1.84,305.6897438
Ross 458 c,Ross 458,14.01125,195.1912147
SR 12 AB c,SR 12 AB,12.3,246.8312363
TIC 365102760 b,TIC 365102760,6.21,305.8398236
TOI-1064 c,TOI-1064,2.651,296.0039349
TOI-1117 d,TOI-1117,3.27,273.6020606
TOI-1203.01,TOI-1203,2.918,168.2267358
TOI-122 b,TOI-122,2.72,332.9482355
TOI-1231 b,TOI-1231,3.65,156.74726
TOI-1244 b,TOI-1244,2.467,256.279559
TOI-1260 d,TOI-1260,3.12,157.1440712
TOI-1272 b,TOI-1272,4.13204907,199.1962036
TOI-1347 c,TOI-1347,1.6,280.3266806
TOI-1422 b,TOI-1422,3.83,354.240829
TOI-1451 b,TOI-1451,2.61143902,186.5242821
TOI-1453 b,TOI-1453,1.173,258.2232705
TOI-1670 b,TOI-1670,2.06,259.0172522
TOI-1694 c,TOI-1694,13.8,97.7487104
TOI-1695 b,TOI-1695,1.9,21.9217346
TOI-1744.01,TOI-1744,2.68,294.2910707
TOI-1749 b,TOI-1749,1.39,282.7372281
TOI-1758 b,TOI-1758,3.62,354.741581
TOI-1768.01,TOI-1768,3.453,152.1027826
TOI-1772.01,TOI-1772,2.905,156.837704
TOI-178 g,TOI-178,2.939,7.3020115
TOI-1853 b,TOI-1853,3.46,211.4593468
TOI-1860 b,TOI-1860,1.31,226.4567308
TOI-201 c,TOI-201,11.13051784,87.4017825
TOI-2010 b,TOI-2010,11.81426566,292.1669417
TOI-2015 b,TOI-2015,3.309,232.1326528
TOI-2076 d,TOI-2076,3.43087751,217.3920159
TOI-2095 b,TOI-2095,1.25,285.6365235
TOI-2096 b,TOI-2096,1.243,151.6186989
TOI-2141 d,TOI-2141,3.97,258.7623456
TOI-2145 b,TOI-2145,12.24020692,263.7580753
TOI-216.02,TOI-216,8.0,73.9800129
TOI-2180 b,TOI-2180,11.32107051,277.94363
TOI-2184 b,TOI-2184,11.39953337,100.8331246
TOI-2202 b,TOI-2202,10.95117414,51.2284214
TOI-2337 b,TOI-2337,10.08808263,290.6198948
TOI-2382 b,TOI-2382,12.25141591,356.3751852
TOI-2406 b,TOI-2406,2.86,8.8060544
TOI-2443 b,TOI-2443,2.363,40.1798608
TOI-2445 b,TOI-2445,1.25,43.3161555
TOI-2981 b,TOI-2981,13.4,163.487394
TOI-3235 b,TOI-3235,11.39953337,207.4738488
TOI-3807 b,TOI-3807,18.49481816,139.1125648
TOI-3837 b,TOI-3837,10.87271128,152.6662832
TOI-406.01,TOI-406,2.08,49.2626428
TOI-411 c,HD 22946,2.328,54.819538
TOI-4184 b,TOI-4184,2.43,43.8284749
TOI-421 c,TOI-421,5.09,81.8532824
TOI-4342 b,TOI-4342,2.266,324.3894196
TOI-4379 b,TOI-4379,16.69017226,252.0478813
TOI-4529 b,TOI-4529,1.77,16.9688462
TOI-481 b,TOI-481,11.09691,110.5126861
TOI-4994 b,TOI-4994,8.54124329,283.1325335
TOI-5110 b,TOI-5110,11.98240037,94.4042694
TOI-5386 A b,TOI-5386 A,14.70618268,226.1069193
TOI-5398 c,TOI-5398,3.52,161.8795569
TOI-5422 b,TOI-5422,9.10169233,86.8436173
TOI-558 b,TOI-558,12.17295304,42.2915093
TOI-5799 b,TOI-5799,1.733,301.630179
TOI-5799 c,TOI-5799,1.76,301.630179
TOI-5803 b,TOI-5803,3.2732,327.2487497
TOI-6054.01,TOI-6054,2.64,56.337007
TOI-628 b,TOI-628,11.88154,99.2630608
TOI-6695 b,TOI-6695,9.52763359,129.5720221
TOI-700 b,TOI-700,0.914,97.0957165
TOI-715 b,TOI-715,1.55,113.8523276
TOI-7510 b,TOI-7510,7.31,273.728188
TOI-778 b,TOI-778,15.4,199.3338503
TOI-815 b,TOI-815,2.94,155.8719377
TOI-833 b,TOI-833,1.27,145.645472
TOI-837 b,TOI-837,9.16894621,157.0372806
TOI-904 b,TOI-904,2.426,89.3712733
TOI-908 b,TOI-908,3.186,53.1594266
TOI-913 b,TOI-913,2.4528,234.5723244
TOI-954 b,TOI-954,9.550068,61.9410587
TOI-969 c,TOI-969,12.4,115.1366858
TRAPPIST-1 c,TRAPPIST-1,1.097,346.6263919
V1298 Tau b,V1298 Tau,10.27,61.331654
WASP-10 b,WASP-10,12.106,348.9930457
WASP-101 b,WASP-101,16.02887,98.3511016
WASP-104 b,WASP-104,12.745,160.6023689
WASP-106 b,WASP-106,12.10569916,166.4296276
WASP-108 b,WASP-108,15.13212395,195.8281644
WASP-113 b,WASP-113,15.793481,224.8728589
WASP-117 b,WASP-117,11.88154,36.7758112
WASP-118 b,WASP-118,16.14096,19.5505861
WASP-12 b,WASP-12,22.02564708,97.636645
WASP-120 b,WASP-120,15.58048317,62.6160813
WASP-131 b,WASP-131,13.74221034,210.1935714
WASP-136 b,WASP-136,16.81347105,0.325761
WASP-139 b,WASP-139,8.9672,49.562173
WASP-142 b,WASP-142,17.14977,140.5063164
WASP-16 b,WASP-16,13.67498,214.6830109
WASP-160 B b,WASP-160 B,12.21781,87.679561
WASP-176 b,WASP-176,16.869545,313.6872928
WASP-182 b,WASP-182,9.52765,311.673345
WASP-186 b,WASP-186,12.44199,18.9953122
WASP-192 b,WASP-192,13.78707,223.6587187
WASP-195 b,WASP-195,10.31226224,247.5496427
WASP-24 b,WASP-24,15.46842,227.2154975
WASP-29 b,WASP-29,8.63093,357.8791976
WASP-37 b,WASP-37,13.002,221.9438866
WASP-4 b,WASP-4,15.12091496,353.5629149
WASP-41 b,WASP-41,12.3299,190.6188034
WASP-48 b,WASP-48,16.8135,291.1623865
WASP-5 b,WASP-5,12.184,359.3490277
WASP-52 b,WASP-52,14.24,348.4947931
WASP-54 b,WASP-54,17.71022,205.4542456
WASP-55 b,WASP-55,14.72860064,203.7581951
WASP-74 b,WASP-74,15.24424,304.538843
WASP-77 A b,WASP-77 A,13.56,37.1555223
WASP-85 A b,WASP-85 A,13.89916,175.9080328
WASP-91 b,WASP-91,11.54527,357.846434
WISPIT 2 b,WISPIT 2,17.93436912,290.8209991
WTS-1 b,WTS-1,16.7,293.9850284
XO-2 N b,XO-2 N,11.130537,117.0267691
XO-3 b,XO-3,15.80469,65.4695814
pi Men d,HD 39091,3.72,84.2992798
rho CrB d,rho CrB,4.94,240.2600639
tau Cet g,tau Cet,1.18,26.0093029
tau Cet h,tau Cet,1.19,26.0093029
2MASS J02192210-3925225 b,2MASS J02192210-3925225,16.14096,34.8427046
2MASS J21252752-8138278 b,2MASS J21252752-8138278,12.4,321.3662989
4 UMa b,4 UMa,12.6,130.0528099
47 UMa b,47 UMa,13.2,164.8647611
47 UMa c,47 UMa,14.2,164.8647611
75 Cet b,75 Cet,13.3,38.0391598
AB Pic b,AB Pic,12.3,94.8039208
AU Mic b,AU Mic,3.95677019,311.2911369
BD+05 4868 A b,BD+05 4868 A,,326.8614036
BD+20 274 b,BD+20 274,13.0,25.9203179
BD-06 1339 b,BD-06 1339,,88.2511811
BD-08 2823 b,BD-08 2823,,150.1971964
BD-14 3065 b,BD-14 3065 A,21.59,153.6696689
BEBOP-3 b,BEBOP-3,14.2,110.902655
Barnard b,Barnard's star,0.72,269.4486144
CoRoT-26 b,CoRoT-26,14.12,279.7504991
CoRoT-36 b,CoRoT-36,15.80466279,277.7510149
DMPP-4 b,DMPP-4,3.53,293.5826648
EPIC 201615463 c,K2-166,1.22,185.1880932
EPIC 212424622 b,EPIC 212424622,2.17,202.3313765
EPIC 212624936 b,EPIC 212624936,1.2,210.6376171
G 192-15 b,G 192-15,1.02,90.6220931
G 264-012 c,G 264-012,1.76,326.6719598
G 9-40 b,G 9-40,1.9,134.7188514
GJ 1132 c,GJ 1132,1.43,153.7090696
GJ 160.2 b,GJ 160.2,3.17,61.6454173
GJ 2030 c,GJ 2030,12.3,50.8237604
GJ 2126 b,GJ 2126,13.6,257.3606793
GJ 251 c,GJ 251,1.8,103.7002499
GJ 328 c,GJ 328,4.91,133.7819507
GJ 3293 c,GJ 3293,4.87,67.1484425
GJ 357 b,GJ 357,1.2,144.0074644
GJ 357 c,GJ 357,1.66,144.0074644
GJ 367 c,GJ 367,1.86,146.121464
GJ 411 b,GJ 411,1.45,165.834471
GJ 433 d,GJ 433,2.14,173.8619194
GJ 676 A e,GJ 676 A,2.47,262.5448903
GJ 682 b,GJ 682,1.93,264.2610245
GJ 685 b,GJ 685,2.95,263.8960378
GJ 740 b,GJ 740,1.53,284.4997178
GJ 876 b,GJ 876,13.3,343.3239737
GJ 9066 c,GJ 9066,9.6,30.0588307
GJ 9827 d,GJ 9827,1.98,351.7717763
GU Psc b,GU Psc,14.179,18.146485
Gaia22dkvL b,Gaia22dkvL,14.1,151.769
HAT-P-13 b,HAT-P-13,14.258,129.8823772
HAT-P-14 b,HAT-P-14,15.91678,260.1161719
HAT-P-16 b,HAT-P-16,14.68376472,9.5730343
HAT-P-2 b,HAT-P-2,10.659759,245.1514324
HAT-P-22 b,HAT-P-22,12.89035,155.6814593
HAT-P-31 b,HAT-P-31,12.21781,271.5376722
HAT-P-38 b,HAT-P-38,9.247,35.3834942
HAT-P-5 b,HAT-P-5,13.56289,274.4055335
HAT-P-53 b,HAT-P-53,14.773462,21.8711012
HAT-P-57 b,HAT-P-57,19.50366,274.743418
HAT-P-58 b,HAT-P-58,14.93036229,68.8465093
HAT-P-66 b,HAT-P-66,17.82231,150.5726262
HAT-P-67 b,HAT-P-67,23.9872187,256.6107279
HAT-P-8 b,HAT-P-8,15.6926,343.0414932
HATS-15 b,HATS-15,12.385945,311.0920041
HATS-22 b,HATS-22,10.682177,174.0098693
HATS-34 b,HATS-34,16.02887,0.7744866
HATS-39 b,HATS-39,17.59813,112.4192251
HATS-4 b,HATS-4,11.433,94.1120914
HATS-50 b,HATS-50,12.66617,300.4280761
HATS-54 b,HATS-54,11.37711541,200.6348641
HATS-6 b,HATS-6,11.186582,88.1468079
HATS-69 b,HATS-69,10.592505,289.2974275
HATS-7 b,HATS-7,6.310667,208.8567465
HD 10180 d,HD 10180,,24.4731133
HD 103774 b,HD 103774,13.3,179.2310729
HD 10442 b,HD 10442,13.6,25.471524
HD 106252 b,HD 106252,12.5,183.3730583
HD 106515 A b,HD 106515 A,12.1,183.7762699
HD 109271 c,HD 109271,5.27,188.397397
HD 110067 g,HD 110067,2.607,189.8392243
HD 112300 b,HD 112300,12.2,193.8988441
HD 114783 c,HD 114783,13.4,198.1818436
HD 115954 b,HD 115954,12.6,199.9853694
HD 11755 b,HD 11755,12.8,29.707836
HD 121504 b,HD 121504,13.6,209.3199062
HD 124330 b,HD 124330,14.0,212.8207093
HD 12484 b,HD 12484,13.2,30.6115322
HD 125612 d,HD 125612,12.7,215.2227183
HD 127506 b,HD 127506,5.67,217.6848544
HD 128311 c,HD 128311,13.0,219.0032292
HD 13167 b,HD 13167,13.1,32.057635
HD 13808 b,HD 13808,3.35,33.1780708
HD 13908 c,HD 13908,12.8,34.5609102
HD 14067 b,HD 14067,12.2,34.293348
HD 142 c,HD 142,12.4,1.5836771
HD 142022 A b,HD 142022 A,12.9,242.5481731
HD 1461 c,HD 1461,2.23,4.6762645
HD 147873 c,HD 147873,13.3,246.4380471
HD 150706 b,HD 150706,13.3,247.8255687
HD 154345 b,HD 154345,13.7,255.6524619
HD 154391 b,HD 154391,12.5,255.3201345
HD 164922 c,HD 164922,3.66,270.6304652
HD 165155 b,HD 165155,13.2,271.4893395
HD 178911 B b,HD 178911 B,12.6,287.2632091
HD 180314 b,HD 180314,12.0,288.7094401
HD 181433 c,HD 181433,,291.2873731
HD 181720 b,HD 181720,14.0,290.7212224
HD 185269 b,HD 185269,13.8,294.2987668
HD 191939 b,HD 191939,3.41,302.0256247
HD 196050 b,HD 196050,12.9,309.4637796
HD 199509 b,HD 199509,7.43,317.3445632
HD 202772 A b,HD 202772 A,17.317905,319.6995877
HD 20329 b,HD 20329,1.72,49.178124
HD 203387 c,HD 203387,12.6,320.561782
HD 205158 b,HD 205158,13.9,323.9186227
HD 20781 c,HD 20781,2.17,50.0139757
HD 213519 b,HD 213519,2.99,337.7727845
HD 21520 b,HD 21520,2.697,51.6403449
HD 224018 b,HD 224018,0.91,358.6390056
HD 224018 d,HD 224018,2.4,358.6390056
HD 233832 b,HD 233832,13.5,171.5196515
HD 240237 b,HD 240237,12.2,348.9259334
HD 24085 b,HD 24085,3.46,56.2563447
HD 260655 b,HD 260655,1.24,99.2915429
HD 27894 d,HD 27894,12.7,65.1975693
HD 28109 d,HD 28109,3.11,65.2383065
HD 28192 b,HD 28192,12.2,66.7032517
HD 31527 b,HD 31527,3.22,73.9096193
HD 31527 c,HD 31527,3.85,73.9096193
HD 33142 d,HD 33142,9.32,76.8980559
HD 35843 c,HD 35843,2.54,81.3488924
HD 37124 b,HD 37124,14.0,84.2599947
HD 37124 c,HD 37124,14.1,84.2599947
HD 39855 b,HD 39855,2.85,88.6260731
HD 40307 b,HD 40307,,88.5172191
HD 40979 b,HD 40979,12.9,91.1253346
HD 42012 b,HD 42012,13.5,92.485473
HD 47186 b,HD 47186,5.02,99.0367212
HD 4732 b,HD 4732,13.4,12.3085089
HD 47536 b,HD 47536,12.6,99.448958
HD 50499 c,HD 50499,13.2,103.008075
HD 51608 b,HD 51608,3.62,103.7137102
HD 5583 b,HD 5583,12.8,14.486946
HD 564 b,HD 564,12.5,2.4694459
HD 63433 b,HD 63433,2.14,117.4793699
HD 65216 c,HD 65216,13.4,118.4209646
HD 66141 b,HD 66141,12.8,120.5662825
HD 66428 b,HD 66428,12.4,120.8691654
HD 69830 b,HD 69830,3.17,124.6010091
HD 72659 c,HD 72659,12.1,128.5128072
HD 73583 b,HD 73583,2.79,129.6883026
HD 80606 b,HD 80606,11.56766808,140.6569501
HD 82943 c,HD 82943,13.4,143.7114034
HD 8326 b,HD 8326,9.58,20.5314418
HD 85426 c,TOI-1774,3.19,148.1619305
HD 89744 b,HD 89744,12.6,155.5433193
HD 9446 c,HD 9446,13.4,23.3350424
HD 96167 b,HD 96167,14.0,166.3125657
HD 96700 c,HD 96700,1.69,166.9742616
HD 96992 b,HD 96992,13.7,167.5966158
HIP 113103 b,HIP 113103,1.829,343.5723794
HIP 113103 c,HIP 113103,2.4,343.5723794
HIP 12961 b,HIP 12961,13.2,41.6800749
HIP 41378 f,HIP 41378,9.2,126.6158279
HIP 41378 g,HIP 41378,2.54,126.6158279
HIP 57274 c,HIP 57274,14.2,176.1705487
HIP 5763 b,HIP 5763,14.2,18.495343
HIP 67851 b,HIP 67851,13.7,208.465364
HIP 81208 C b,HIP 81208 C,12.3,248.8075
HIP 8152 b,HIP 8152,2.53625843,26.2092533
HIP 90988 b,HIP 90988,13.4,278.3892816
HR 8799 b,HR 8799,13.0,346.8701486
K2-122 b,K2-122,1.16,126.4762179
K2-129 b,K2-129,1.04,289.1485491
K2-131 b,K2-131,1.69,182.751404
K2-138 b,K2-138,1.51,348.9490311
K2-147 b,K2-147,1.47286006,293.8330329
K2-15 b,K2-15,2.48,178.1105741
K2-165 c,K2-165,1.55409035,184.9004881
K2-167 b,K2-167,2.36509493,336.5761233
K2-171 b,K2-171,2.68657205,332.3407712
K2-187 d,K2-187,2.4,132.5235618
K2-194 b,K2-194,3.64229858,204.6089755
K2-195 b,K2-195,3.13,199.8315191
K2-195 c,K2-195,2.57581891,199.8315191
K2-197 b,K2-197,2.56,202.3934779
K2-201 b,K2-201,1.40006712,293.5607117
K2-21 c,K2-21,2.49,340.3037846
K2-219 d,K2-219,2.57634456,12.8452963
K2-220 b,K2-220,2.37,12.7700071
K2-221 b,K2-221,1.67890272,16.6550286
K2-247 b,K2-247,2.12,188.8935189
K2-248 b,K2-248,2.57,182.8173343
K2-253 b,K2-253,12.67,186.0853062
K2-266 d,K2-266,2.93,157.9356855
K2-274 b,K2-274,2.08,129.2823699
K2-286 b,K2-286,2.1,233.3698192
K2-288 B b,K2-288 B,1.9,55.4442857
K2-293 b,K2-293,2.45,351.6064952
K2-3 b,K2-3,2.078,172.3353708
K2-316 b,K2-316,1.33,233.6247336
K2-316 c,K2-316,1.83,233.6247336
K2-32 d,K2-32,3.484,252.426008
K2-343 b,K2-343,1.65,134.2021746
K2-346 b,K2-346,2.26,125.9864854
K2-348 c,K2-348,2.67,130.8783479
K2-35 c,K2-35,1.93,170.1031027
K2-36 b,K2-36,1.43,169.4490102
K2-368 b,K2-368,1.332,332.6357627
K2-368 d,K2-368,1.948,332.6357627
K2-378 b,K2-378,2.88,205.1596569
K2-381 d,K2-381,1.689,288.0267612
K2-382 b,K2-382,2.072,287.4125267
K2-388 b,K2-388,3.9,352.7139342
K2-391 b,K2-391,1.371,356.2260152
K2-394 b,K2-394,1.692,71.110002
K2-403 b,K2-403,5.333,164.1893864
K2-407 c,K2-407,1.36,232.5552584
K2-413 b,K2-413,0.7599,353.4175668
K2-419 A b,K2-419 A,10.55,135.0194934
K2-46 b,K2-46,2.05,174.2662454
K2-54 b,K2-54,2.6116925,338.0541631
K2-55 b,K2-55,4.43,333.7518786
K2-72 d,K2-72,1.01,334.6227504
K2-74 b,K2-74,2.31,339.9192984
K2-75 c,K2-75,2.77,338.844896
K2-80 d,K2-80,2.55211506,59.037486
K2-81 b,K2-81,1.97,57.4854562
K2-84 b,K2-84,2.41,55.8093566
K2-85 b,K2-85,1.4,59.464829
K2-90 c,K2-90,1.3,59.1527391
KELT-1 b,KELT-1,12.442,0.3620995
KIC 3558849 b,KIC 3558849,6.9,294.9498381
KIC 5437945 b,KIC 5437945,6.4,288.4749028
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,13.3,268.250333
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,13.2,266.212542
KMT-2017-BLG-0849L b,KMT-2017-BLG-0849L,2.41,265.3594583
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,2.13,265.4115
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,13.7,268.6785
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,10.9,265.3619167
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,4.05,269.5835833
KMT-2022-BLG-1818L c,KMT-2022-BLG-1818L,13.2,270.798625
KOI-217 b,KOI-217,12.442,294.8654667
KOI-351 c,KOI-351,1.19,284.4334642
KOI-351 g,KOI-351,7.718,284.4334642
KOI-3680 b,KOI-3680,11.09691,293.2815266
KOI-55 b,KOI-55,0.759,296.3561853
KOI-94 b,KOI-94,1.71,297.3330716
KOI-94 e,KOI-94,6.56,297.3330716
KOI-984 b,KOI-984,4.3,291.0489438
KOI-984 c,KOI-984,14.1,291.0489438
Kepler-100 b,Kepler-100,1.34,291.3861294
Kepler-1000 b,Kepler-1000,4.76,286.6854729
Kepler-1004 b,Kepler-1004,6.28,297.3593427
Kepler-1011 b,Kepler-1011,2.87,297.4015491
Kepler-1016 c,Kepler-1016,3.68,294.613689
Kepler-1018 b,Kepler-1018,2.58,283.5967317
Kepler-102 c,Kepler-102,0.567,281.4824731
Kepler-1021 b,Kepler-1021,2.33,295.2048999
Kepler-1028 b,Kepler-1028,1.33,289.5931004
Kepler-1034 b,Kepler-1034,2.26,286.1154093
Kepler-1037 b,Kepler-1037,1.28,296.3410342
Kepler-1055 b,Kepler-1055,1.23,290.4867838
Kepler-1059 b,Kepler-1059,1.73,289.2202147
Kepler-1063 b,Kepler-1063,1.49,290.5267975
Kepler-1072 b,Kepler-1072,1.58,292.0443891
Kepler-1073 b,Kepler-1073,2.3,294.1527259
Kepler-1075 b,Kepler-1075,1.42,287.5011404
Kepler-1080 b,Kepler-1080,3.28,296.4644914
Kepler-1092 b,Kepler-1092,2.07,297.7232008
Kepler-1093 b,Kepler-1093,1.95,284.9780251
Kepler-11 f,Kepler-11,2.49,297.1150949
Kepler-1103 b,Kepler-1103,2.27,287.3821348
Kepler-1104 b,Kepler-1104,1.23,294.4685197
Kepler-1106 b,Kepler-1106,1.65,291.1451576
Kepler-1107 b,Kepler-1107,1.34,291.049934
Kepler-1110 b,Kepler-1110,2.66,291.8080645
Kepler-1113 b,Kepler-1113,2.81,289.4066969
Kepler-1114 b,Kepler-1114,1.35,299.2370531
Kepler-1131 b,Kepler-1131,1.59,295.6514492
Kepler-1134 b,Kepler-1134,2.64,295.5678578
Kepler-1140 b,Kepler-1140,2.77,281.6940529
Kepler-1143 b,Kepler-1143,1.67,287.302772
Kepler-1161 b,Kepler-1161,2.13,299.0770621
Kepler-1163 b,Kepler-1163,1.03,290.235863
Kepler-117 b,Kepler-117,8.059,288.7930651
Kepler-1179 b,Kepler-1179,1.32,284.0974305
Kepler-1181 c,Kepler-1181,1.83,289.7473165
Kepler-1189 b,Kepler-1189,1.77,298.4264116
Kepler-1190 b,Kepler-1190,1.33,284.9996582
Kepler-1205 b,Kepler-1205,1.41,290.2796734
Kepler-1210 b,Kepler-1210,1.7,292.8321598
Kepler-1215 b,Kepler-1215,1.22,297.4636477
Kepler-1226 b,Kepler-1226,1.45,296.3768521
Kepler-1232 b,Kepler-1232,1.93,296.5500966
Kepler-1234 b,Kepler-1234,2.81,287.5220359
Kepler-1236 b,Kepler-1236,2.14,295.6247375
Kepler-124 c,Kepler-124,1.75,286.7527322
Kepler-124 d,Kepler-124,1.11,286.7527322
Kepler-125 b,Kepler-125,2.37,298.2581101
Kepler-1254 b,Kepler-1254,1.55,285.1733174
Kepler-1258 b,Kepler-1258,0.86,285.4049723
Kepler-127 b,Kepler-127,1.4,285.1899439
Kepler-127 c,Kepler-127,2.66,285.1899439
